filename,Language,Story_type
00033_segment_5.wav,English,deceptive_story
00034_segment_1.wav,English,true_story
00034_segment_2.wav,English,true_story
00034_segment_3.wav,English,true_story
00035_segment_1.wav,Hindi,true_story
00035_segment_2.wav,Hindi,true_story
00035_segment_3.wav,Hindi,true_story
00035_segment_4.wav,Hindi,true_story
00036_segment_1.wav,English,deceptive_story
00036_segment_2.wav,English,deceptive_story
00036_segment_3.wav,English,deceptive_story
00036_segment_4.wav,English,deceptive_story
00036_segment_5.wav,English,deceptive_story
00037_segment_1.wav,English,deceptive_story
00037_segment_2.wav,English,deceptive_story
00037_segment_3.wav,English,deceptive_story
00038_segment_1.wav,English,deceptive_story
00038_segment_2.wav,English,deceptive_story
00038_segment_3.wav,English,deceptive_story
00039_segment_1.wav,Spanish,deceptive_story
00039_segment_2.wav,Spanish,deceptive_story
00039_segment_3.wav,Spanish,deceptive_story
00039_segment_4.wav,Spanish,deceptive_story
00040_segment_1.wav,English,deceptive_story
00040_segment_2.wav,English,deceptive_story
00040_segment_3.wav,English,deceptive_story
00041_segment_1.wav,English,deceptive_story
00041_segment_2.wav,English,deceptive_story
00041_segment_3.wav,English,deceptive_story
00042_segment_1.wav,English,true_story
00042_segment_2.wav,English,true_story
00042_segment_3.wav,English,true_story
00042_segment_4.wav,English,true_story
00043_segment_1.wav,Swahilli,true_story
00043_segment_2.wav,Swahilli,true_story
00043_segment_3.wav,Swahilli,true_story
00043_segment_4.wav,Swahilli,true_story
00043_segment_5.wav,Swahilli,true_story
00043_segment_6.wav,Swahilli,true_story
00043_segment_7.wav,Swahilli,true_story
00043_segment_8.wav,Swahilli,true_story
00044_segment_1.wav,English,deceptive_story
00044_segment_2.wav,English,deceptive_story
00044_segment_3.wav,English,deceptive_story
00044_segment_4.wav,English,deceptive_story
00044_segment_5.wav,English,deceptive_story
00045_segment_1.wav,English,deceptive_story
00045_segment_2.wav,English,deceptive_story
00045_segment_3.wav,English,deceptive_story
00045_segment_4.wav,English,deceptive_story
00046_segment_1.wav,English,deceptive_story
00046_segment_2.wav,English,deceptive_story
00046_segment_3.wav,English,deceptive_story
00047_segment_1.wav,English,true_story
00047_segment_2.wav,English,true_story
00047_segment_3.wav,English,true_story
00047_segment_4.wav,English,true_story
00048_segment_1.wav,English,true_story
00048_segment_2.wav,English,true_story
00048_segment_3.wav,English,true_story
00048_segment_4.wav,English,true_story
00048_segment_5.wav,English,true_story
00049_segment_1.wav,English,deceptive_story
00049_segment_2.wav,English,deceptive_story
00049_segment_3.wav,English,deceptive_story
00050_segment_1.wav,English,deceptive_story
00050_segment_2.wav,English,deceptive_story
00050_segment_3.wav,English,deceptive_story
00050_segment_4.wav,English,deceptive_story
00050_segment_5.wav,English,deceptive_story
00051_segment_1.wav,English,deceptive_story
00051_segment_2.wav,English,deceptive_story
00051_segment_3.wav,English,deceptive_story
00051_segment_4.wav,English,deceptive_story
00052_segment_1.wav,English,true_story
00052_segment_2.wav,English,true_story
00052_segment_3.wav,English,true_story
00053_segment_1.wav,English,deceptive_story
00053_segment_2.wav,English,deceptive_story
00053_segment_3.wav,English,deceptive_story
00053_segment_4.wav,English,deceptive_story
00053_segment_5.wav,English,deceptive_story
00053_segment_6.wav,English,deceptive_story
00054_segment_1.wav,English,true_story
00054_segment_2.wav,English,true_story
00054_segment_3.wav,English,true_story
00054_segment_4.wav,English,true_story
00055_segment_1.wav,English,true_story
00055_segment_2.wav,English,true_story
00055_segment_3.wav,English,true_story
00055_segment_4.wav,English,true_story
00056_segment_1.wav,English,deceptive_story
00056_segment_2.wav,English,deceptive_story
00056_segment_3.wav,English,deceptive_story
00056_segment_4.wav,English,deceptive_story
00057_segment_1.wav,English,true_story
00057_segment_2.wav,English,true_story
00057_segment_3.wav,English,true_story
00058_segment_1.wav,English,deceptive_story
00058_segment_2.wav,English,deceptive_story
00058_segment_3.wav,English,deceptive_story
00058_segment_4.wav,English,deceptive_story
00059_segment_1.wav,English,true_story
00059_segment_2.wav,English,true_story
00059_segment_3.wav,English,true_story
00059_segment_4.wav,English,true_story
00059_segment_5.wav,English,true_story
00059_segment_6.wav,English,true_story
00060_segment_1.wav,English,deceptive_story
00060_segment_2.wav,English,deceptive_story
00060_segment_3.wav,English,deceptive_story
00060_segment_4.wav,English,deceptive_story
00061_segment_1.wav,English,true_story
00061_segment_2.wav,English,true_story
00061_segment_3.wav,English,true_story
00062_segment_1.wav,Telugu,true_story
00062_segment_2.wav,Telugu,true_story
00062_segment_3.wav,Telugu,true_story
00062_segment_4.wav,Telugu,true_story
00062_segment_5.wav,Telugu,true_story
00063_segment_1.wav,English,true_story
00063_segment_2.wav,English,true_story
00063_segment_3.wav,English,true_story
00063_segment_4.wav,English,true_story
00063_segment_5.wav,English,true_story
00063_segment_6.wav,English,true_story
00064_segment_1.wav,English,true_story
00064_segment_2.wav,English,true_story
00064_segment_3.wav,English,true_story
00064_segment_4.wav,English,true_story
00065_segment_1.wav,English,deceptive_story
00065_segment_2.wav,English,deceptive_story
00065_segment_3.wav,English,deceptive_story
00065_segment_4.wav,English,deceptive_story
00066_segment_1.wav,English,true_story
00066_segment_2.wav,English,true_story
00066_segment_3.wav,English,true_story
00066_segment_4.wav,English,true_story
00067_segment_1.wav,English,deceptive_story
00067_segment_2.wav,English,deceptive_story
00067_segment_3.wav,English,deceptive_story
00068_segment_1.wav,English,true_story
00068_segment_2.wav,English,true_story
00068_segment_3.wav,English,true_story
00069_segment_1.wav,Arabic,deceptive_story
00069_segment_2.wav,Arabic,deceptive_story
00069_segment_3.wav,Arabic,deceptive_story
00069_segment_4.wav,Arabic,deceptive_story
00070_segment_1.wav,English,deceptive_story
00070_segment_2.wav,English,deceptive_story
00070_segment_3.wav,English,deceptive_story
00070_segment_4.wav,English,deceptive_story
00071_segment_1.wav,English,deceptive_story
00071_segment_2.wav,English,deceptive_story
00071_segment_3.wav,English,deceptive_story
00072_segment_1.wav,English,deceptive_story
00072_segment_2.wav,English,deceptive_story
00072_segment_3.wav,English,deceptive_story
00072_segment_4.wav,English,deceptive_story
00073_segment_1.wav,English,true_story
00073_segment_2.wav,English,true_story
00073_segment_3.wav,English,true_story
00074_segment_1.wav,Marathi,true_story
00074_segment_2.wav,Marathi,true_story
00074_segment_3.wav,Marathi,true_story
00074_segment_4.wav,Marathi,true_story
00075_segment_1.wav,English,true_story
00075_segment_2.wav,English,true_story
00075_segment_3.wav,English,true_story
00075_segment_4.wav,English,true_story
00075_segment_5.wav,English,true_story
00075_segment_6.wav,English,true_story
00076_segment_1.wav,Hindi,true_story
00076_segment_2.wav,Hindi,true_story
00076_segment_3.wav,Hindi,true_story
00076_segment_4.wav,Hindi,true_story
00077_segment_1.wav,English,deceptive_story
00077_segment_2.wav,English,deceptive_story
00077_segment_3.wav,English,deceptive_story
00077_segment_4.wav,English,deceptive_story
00078_segment_1.wav,English,true_story
00078_segment_2.wav,English,true_story
00078_segment_3.wav,English,true_story
00078_segment_4.wav,English,true_story
00079_segment_1.wav,English,true_story
00079_segment_2.wav,English,true_story
00079_segment_3.wav,English,true_story
00079_segment_4.wav,English,true_story
00079_segment_5.wav,English,true_story
00079_segment_6.wav,English,true_story
00079_segment_7.wav,English,true_story
00080_segment_1.wav,English,true_story
00081_segment_1.wav,Arabic,deceptive_story
00081_segment_2.wav,Arabic,deceptive_story
00081_segment_3.wav,Arabic,deceptive_story
00081_segment_4.wav,Arabic,deceptive_story
00082_segment_1.wav,English,true_story
00082_segment_2.wav,English,true_story
00082_segment_3.wav,English,true_story
00083_segment_1.wav,English,true_story
00083_segment_2.wav,English,true_story
00083_segment_3.wav,English,true_story
00083_segment_4.wav,English,true_story
00084_segment_1.wav,English,true_story
00084_segment_2.wav,English,true_story
00084_segment_3.wav,English,true_story
00084_segment_4.wav,English,true_story
00085_segment_1.wav,English,true_story
00085_segment_2.wav,English,true_story
00085_segment_3.wav,English,true_story
00085_segment_4.wav,English,true_story
00086_segment_1.wav,English,deceptive_story
00086_segment_2.wav,English,deceptive_story
00086_segment_3.wav,English,deceptive_story
00086_segment_4.wav,English,deceptive_story
00087_segment_1.wav,English,true_story
00087_segment_2.wav,English,true_story
00087_segment_3.wav,English,true_story
00087_segment_4.wav,English,true_story
00088_segment_1.wav,English,true_story
00088_segment_2.wav,English,true_story
00088_segment_3.wav,English,true_story
00088_segment_4.wav,English,true_story
00089_segment_1.wav,English,deceptive_story
00089_segment_2.wav,English,deceptive_story
00089_segment_3.wav,English,deceptive_story
00089_segment_4.wav,English,deceptive_story
00090_segment_1.wav,Korean,deceptive_story
00090_segment_2.wav,Korean,deceptive_story
00090_segment_3.wav,Korean,deceptive_story
00090_segment_4.wav,Korean,deceptive_story
00091_segment_1.wav,Cantonese,true_story
00091_segment_2.wav,Cantonese,true_story
00091_segment_3.wav,Cantonese,true_story
00091_segment_4.wav,Cantonese,true_story
00091_segment_5.wav,Cantonese,true_story
00091_segment_6.wav,Cantonese,true_story
00091_segment_7.wav,Cantonese,true_story
00092_segment_1.wav,English,true_story
00092_segment_2.wav,English,true_story
00092_segment_3.wav,English,true_story
00092_segment_4.wav,English,true_story
00093_segment_1.wav,Hindi,deceptive_story
00093_segment_2.wav,Hindi,deceptive_story
00093_segment_3.wav,Hindi,deceptive_story
00094_segment_1.wav,Italian,deceptive_story
00094_segment_2.wav,Italian,deceptive_story
00094_segment_3.wav,Italian,deceptive_story
00094_segment_4.wav,Italian,deceptive_story
00095_segment_1.wav,English,deceptive_story
00095_segment_2.wav,English,deceptive_story
00095_segment_3.wav,English,deceptive_story
00096_segment_1.wav,English,deceptive_story
00096_segment_2.wav,English,deceptive_story
00096_segment_3.wav,English,deceptive_story
00097_segment_1.wav,English,true_story
00097_segment_2.wav,English,true_story
00097_segment_3.wav,English,true_story
00097_segment_4.wav,English,true_story
00097_segment_5.wav,English,true_story
00097_segment_6.wav,English,true_story
00098_segment_1.wav,English,deceptive_story
00098_segment_2.wav,English,deceptive_story
00098_segment_3.wav,English,deceptive_story
00098_segment_4.wav,English,deceptive_story
00099_segment_1.wav,English,true_story
00099_segment_2.wav,English,true_story
00099_segment_3.wav,English,true_story
00099_segment_4.wav,English,true_story
00100_segment_1.wav,English,deceptive_story
00100_segment_2.wav,English,deceptive_story
00100_segment_3.wav,English,deceptive_story
00100_segment_4.wav,English,deceptive_story
